loss,val_loss,learning_rate
0.3037298619747162,0.4219822585582733,0.00025621135137043893
0.2734382748603821,0.44137752056121826,0.00025621135137043893
0.2578883469104767,0.40769827365875244,0.00025621135137043893
0.24590200185775757,0.40969574451446533,0.00025621135137043893
0.23324328660964966,0.38541480898857117,0.00025621135137043893
0.22444474697113037,0.3458321988582611,0.00025621135137043893
0.20923778414726257,0.3508897125720978,0.00025621135137043893
0.2011578381061554,0.306245893239975,0.00025621135137043893
0.19592329859733582,0.3109464645385742,0.00025621135137043893
0.18809036910533905,0.3139626383781433,0.00025621135137043893
0.18097642064094543,0.302578866481781,0.00025621135137043893
0.17589673399925232,0.3150729537010193,0.00025621135137043893
0.17124071717262268,0.2877424955368042,0.00025621135137043893
0.1684897541999817,0.2808370292186737,0.00025621135137043893
0.16312412917613983,0.30210092663764954,0.00025621135137043893
0.15962307155132294,0.2888246476650238,0.00025621135137043893
0.15831658244132996,0.25677263736724854,0.00025621135137043893
0.155184805393219,0.26706716418266296,0.00025621135137043893
0.15046948194503784,0.28559938073158264,0.00025621135137043893
0.14631107449531555,0.2914928197860718,0.00025621135137043893
0.14600270986557007,0.27494099736213684,0.00025621135137043893
0.14561396837234497,0.3305184245109558,0.00025621135137043893
0.1407177746295929,0.2833004295825958,0.00012810567568521947
0.13773591816425323,0.2837870717048645,0.00012810567568521947
0.13706588745117188,0.28887811303138733,0.00012810567568521947
0.13754267990589142,0.2902240753173828,0.00012810567568521947
0.13410459458827972,0.26722994446754456,0.00012810567568521947
