loss,val_loss,learning_rate
0.3567620813846588,0.5479130744934082,0.00025720070698298514
0.3247918486595154,0.456289678812027,0.00025720070698298514
0.30658113956451416,0.4375738501548767,0.00025720070698298514
0.28865185379981995,0.38924112915992737,0.00025720070698298514
0.27753737568855286,0.324563592672348,0.00025720070698298514
0.26655811071395874,0.28200793266296387,0.00025720070698298514
0.25399842858314514,0.34860455989837646,0.00025720070698298514
0.24549807608127594,0.251857727766037,0.00025720070698298514
0.2357674539089203,0.2802653908729553,0.00025720070698298514
0.22847777605056763,0.34861600399017334,0.00025720070698298514
0.2218942493200302,0.2701684832572937,0.00025720070698298514
0.2139904499053955,0.24563971161842346,0.00025720070698298514
0.20996256172657013,0.2541603446006775,0.00025720070698298514
0.20156189799308777,0.28212273120880127,0.00025720070698298514
0.20341460406780243,0.24280348420143127,0.00025720070698298514
0.19796104729175568,0.22904159128665924,0.00025720070698298514
0.1915765106678009,0.25673457980155945,0.00025720070698298514
0.19140861928462982,0.23189052939414978,0.00025720070698298514
0.1873348355293274,0.25688108801841736,0.00025720070698298514
0.18455550074577332,0.23823443055152893,0.00025720070698298514
0.18114520609378815,0.2793559432029724,0.00025720070698298514
0.18050920963287354,0.25775134563446045,0.00012860035349149257
0.17297866940498352,0.26749804615974426,0.00012860035349149257
0.17365875840187073,0.28993335366249084,0.00012860035349149257
0.1724223792552948,0.2888053059577942,0.00012860035349149257
0.17330047488212585,0.31034204363822937,0.00012860035349149257
