Date,Volatilità Reale (exp),Volatilità Predetta (exp)
2019-12-20,0.019395063747988474,0.012299467
2019-12-23,0.017538433630448172,0.013556794
2019-12-24,0.017949044761283273,0.0143025685
2019-12-26,0.010294856385925987,0.014526722
2019-12-27,0.007434565454997235,0.014548885
2019-12-30,0.008118145174676345,0.014731941
2019-12-31,0.013928255566854935,0.014661847
2020-01-02,0.014600013655120623,0.014528253
2020-01-03,0.02025083742638472,0.014524638
2020-01-06,0.019604892770187045,0.014484429
2020-01-07,0.02143139297716022,0.0153974695
2020-01-08,0.02220795204996996,0.015715597
2020-01-09,0.023819292437815564,0.01633192
2020-01-10,0.023684169715871138,0.016520478
2020-01-13,0.02188676349040746,0.016651724
2020-01-14,0.01860446114751584,0.016150067
2020-01-15,0.017727847452837685,0.015841726
2020-01-16,0.013083687234160205,0.015827015
2020-01-17,0.0036455824209901027,0.015846018
2020-01-21,0.01637435371266061,0.0154284565
2020-01-22,0.03892540611724714,0.015392439
2020-01-23,0.03871427613823234,0.015937632
2020-01-24,0.042408931738160655,0.016951416
2020-01-27,0.042640476183621975,0.017921934
2020-01-28,0.03821091662988276,0.01876403
2020-01-29,0.020321055697579356,0.019294512
2020-01-30,0.019406661888930976,0.019237269
2020-01-31,0.020719512765553807,0.018733574
2020-02-03,0.022848657703262526,0.01789563
2020-02-04,0.01868465624754922,0.017798992
2020-02-05,0.02123944690282042,0.018214174
2020-02-06,0.019886853733451025,0.01892111
2020-02-07,0.014613420212112852,0.019267326
2020-02-10,0.007272709550455226,0.018983483
2020-02-11,0.009607316499245,0.018785527
2020-02-12,0.0067426141744829585,0.01863772
2020-02-13,0.0074258067490363035,0.017894488
2020-02-14,0.009112740958755972,0.017573113
2020-02-18,0.010851973772845922,0.017120874
2020-02-19,0.009455637986723782,0.016911747
2020-02-20,0.012554633697585313,0.01676109
2020-02-21,0.018393627792615136,0.01711751
2020-02-24,0.01264843867516524,0.017245289
2020-02-25,0.032937832509973564,0.017859126
2020-02-26,0.03362633874944052,0.019062921
2020-02-27,0.033340738952496146,0.019907765
2020-02-28,0.033570840762494,0.02139421
2020-03-02,0.035799245711390495,0.022965249
2020-03-03,0.03209497271727855,0.023171045
2020-03-04,0.03388271957464517,0.023949986
2020-03-05,0.03408437440313147,0.023138186
2020-03-06,0.03795805702877382,0.022647198
2020-03-09,0.04725429502376885,0.021924471
2020-03-10,0.04256603002026289,0.021271598
2020-03-11,0.05782419721165987,0.020520963
2020-03-12,0.07305374479773044,0.01965362
2020-03-13,0.08468153437774899,0.020313289
2020-03-16,0.08915024132186071,0.020899909
2020-03-17,0.08890773535659478,0.022560278
2020-03-18,0.078993242426189,0.022155387
2020-03-19,0.07297921606041184,0.021266708
2020-03-20,0.04082057192125169,0.021246385
2020-03-23,0.040866622175793094,0.021430334
2020-03-24,0.048599445810641476,0.023646632
2020-03-25,0.04998776589178999,0.026919607
2020-03-26,0.05208718531878602,0.030575179
2020-03-27,0.04136196149032198,0.033696786
2020-03-30,0.040626515685054244,0.0363968
2020-03-31,0.03698730252402263,0.039198637
2020-04-01,0.027412075969998513,0.04096391
2020-04-02,0.02871592180636829,0.042939518
2020-04-03,0.0323281860597601,0.040841
2020-04-06,0.0337251264107686,0.03710948
2020-04-07,0.02977782424964474,0.033482086
2020-04-08,0.028955232546857574,0.029930549
2020-04-09,0.03784779501635392,0.0264304
2020-04-13,0.036446749444779845,0.023812182
2020-04-14,0.02995686829781898,0.024257256
2020-04-15,0.02481497149937243,0.024206376
2020-04-16,0.038953964964738776,0.023929233
2020-04-17,0.03231810129721516,0.022366151
2020-04-20,0.03153446823398343,0.020315982
2020-04-21,0.03263277769949104,0.018519323
2020-04-22,0.02939920344834539,0.017136253
2020-04-23,0.023560052970012922,0.01591503
2020-04-24,0.014792686199394002,0.015015594
2020-04-27,0.021615943035042464,0.013929867
2020-04-28,0.0241846249430035,0.013064943
2020-04-29,0.025510750294677864,0.012684818
2020-04-30,0.02575218514436088,0.013352362
2020-05-01,0.029871235132818225,0.014468953
2020-05-04,0.01850395185024976,0.016237345
2020-05-05,0.01886870534823601,0.018224305
2020-05-06,0.018308122904426044,0.019609429
2020-05-07,0.016388792367831372,0.020300262
2020-05-08,0.011859285891091108,0.019685257
2020-05-11,0.015818351916038465,0.018671697
2020-05-12,0.013800124351257066,0.017617203
2020-05-13,0.014061940104012296,0.01680071
2020-05-14,0.017402947539552942,0.017335732
2020-05-15,0.018032281757713084,0.01847392
2020-05-18,0.013048093717814879,0.019296579
2020-05-19,0.014200709817572273,0.020184522
2020-05-20,0.019110478527809494,0.020481117
2020-05-21,0.009622976355417328,0.02042078
2020-05-22,0.012831745652260187,0.020798713
2020-05-26,0.01799607899009475,0.020429486
2020-05-27,0.017590081560266934,0.019512922
2020-05-28,0.02100760133390242,0.019224228
2020-05-29,0.022408691845275774,0.01766758
2020-06-01,0.012900162915666234,0.015505718
2020-06-02,0.014541602852226516,0.013288965
2020-06-03,0.015362262949313858,0.011355577
2020-06-04,0.014804245444781669,0.010130167
2020-06-05,0.012411122260237004,0.009812748
2020-06-08,0.02101785858206907,0.00983661
2020-06-09,0.0192880221697009,0.010317127
2020-06-10,0.020076407514421777,0.0110002635
2020-06-11,0.021841380916092123,0.011883424
2020-06-12,0.02334864659477908,0.0136740925
2020-06-15,0.020379140042931485,0.015808335
2020-06-16,0.023329309035782102,0.016897867
2020-06-17,0.018254764805795545,0.017252686
2020-06-18,0.009594232317104637,0.017460829
2020-06-19,0.01169099416004334,0.01750018
