Date,Volatilità Reale (exp),Volatilità Predetta (exp)
2019-12-20,0.002560929624636092,0.0034450567
2019-12-23,0.0020869095230477874,0.00344723
2019-12-24,0.005337638230181563,0.003487464
2019-12-26,0.005557865751382477,0.0033886298
2019-12-27,0.006948461620091212,0.0034803338
2019-12-30,0.006681859346612999,0.004053552
2019-12-31,0.008049767071554607,0.004630047
2020-01-02,0.007991857577848835,0.004549006
2020-01-03,0.008118529823097955,0.004434814
2020-01-06,0.007380195510710953,0.0049509406
2020-01-07,0.007427458724642625,0.004843431
2020-01-08,0.00548019567633509,0.004888164
2020-01-09,0.00429137071206419,0.0048409626
2020-01-10,0.004338511977003583,0.0047039087
2020-01-13,0.00419225575288574,0.0048711305
2020-01-14,0.0042703510344478356,0.004586947
2020-01-15,0.005499961041905792,0.004420813
2020-01-16,0.0042800566506904,0.0044334754
2020-01-17,0.004927524065092468,0.0040159156
2020-01-21,0.004941094805363602,0.0038286021
2020-01-22,0.004521430582296015,0.0038833213
2020-01-23,0.006885195997997659,0.0039924495
2020-01-24,0.007767685573436485,0.0042089447
2020-01-27,0.010634968260212003,0.0056300727
2020-01-28,0.01062837735575365,0.007046043
2020-01-29,0.010333043649206543,0.0069121923
2020-01-30,0.009013947839115521,0.006404141
2020-01-31,0.004884936439664079,0.0058193314
2020-02-03,0.008004642281627622,0.0054605748
2020-02-04,0.007384011370378454,0.005076353
2020-02-05,0.00753886356235102,0.0045650047
2020-02-06,0.008867166409557483,0.0046686707
2020-02-07,0.009327401727870183,0.0045535187
2020-02-10,0.00662833781360561,0.0046701585
2020-02-11,0.007294497327977196,0.0043886583
2020-02-12,0.007179587056427202,0.0045886403
2020-02-13,0.006356623731149822,0.0047987686
2020-02-14,0.005644018433764375,0.005350175
2020-02-18,0.005088659003225115,0.0054029925
2020-02-19,0.00250070936709133,0.0053223683
2020-02-20,0.0075775335439101045,0.0049647447
2020-02-21,0.016317542961411614,0.0051295254
2020-02-24,0.017027079160645314,0.0059014736
2020-02-25,0.014242218853108102,0.009758187
2020-02-26,0.013700103555060131,0.01759013
2020-02-27,0.01574947995792498,0.02299097
2020-02-28,0.028291814564977882,0.029458683
2020-03-02,0.02792096865103918,0.029989287
2020-03-03,0.03404215530580805,0.026493436
2020-03-04,0.03309570040841902,0.0261955
2020-03-05,0.033760100439095636,0.0234162
2020-03-06,0.036366974567239085,0.024677495
2020-03-09,0.04943738621493157,0.02431172
2020-03-10,0.04756012884504958,0.029927367
2020-03-11,0.060617275723769175,0.032431647
2020-03-12,0.06830513933270503,0.03387703
2020-03-13,0.06830513933270503,0.042206492
2020-03-16,0.06830513933270503,0.047973003
2020-03-17,0.06830513933270503,0.06057647
2020-03-18,0.06830513933270503,0.064057335
2020-03-19,0.06830513933270503,0.06396847
2020-03-20,0.041735846908229936,0.059705533
2020-03-23,0.057801680302646374,0.054279853
2020-03-24,0.04439623890889964,0.047287636
2020-03-25,0.0448941378240699,0.04060221
2020-03-26,0.046089046192334414,0.030156747
2020-03-27,0.04464449567807278,0.023992894
2020-03-30,0.03096294562572143,0.023134192
2020-03-31,0.0368538402228585,0.021112071
2020-04-01,0.027200854603077317,0.019759018
2020-04-02,0.025260314947349337,0.019738778
2020-04-03,0.04799890058817641,0.019936979
2020-04-06,0.04682688347512889,0.019138293
2020-04-07,0.03670979455882795,0.021643847
2020-04-08,0.03543674097574472,0.0219775
2020-04-09,0.03074602988917201,0.021481918
2020-04-13,0.015006094510961765,0.021670055
2020-04-14,0.024517988987349495,0.021773862
2020-04-15,0.022398168405593288,0.022891944
2020-04-16,0.023999793684620813,0.024493404
2020-04-17,0.027147636026366006,0.025029337
2020-04-20,0.02427466146051316,0.025713956
2020-04-21,0.024380111778389897,0.02625653
2020-04-22,0.02395733118322018,0.023999339
2020-04-23,0.02080401159043333,0.021612935
2020-04-24,0.019945254214473095,0.019897439
2020-04-27,0.009598317729870569,0.018234162
2020-04-28,0.009713353901590161,0.017162684
2020-04-29,0.011771765117322336,0.01651079
2020-04-30,0.024111744433351952,0.015783325
2020-05-01,0.02222868591466937,0.015998222
2020-05-04,0.022206849418912863,0.018005393
2020-05-05,0.017903265289098552,0.01841083
2020-05-06,0.020621399931832686,0.017756427
2020-05-07,0.008290770732907318,0.016419021
2020-05-08,0.009650630440742573,0.014805295
2020-05-11,0.016493896619850252,0.013617751
2020-05-12,0.01872059234416518,0.0133642545
2020-05-13,0.01854859538700722,0.014761911
2020-05-14,0.0166065225056918,0.018173786
2020-05-15,0.024539624265144295,0.020215657
2020-05-18,0.020525643941294667,0.017915644
2020-05-19,0.014586152069355634,0.016631734
2020-05-20,0.015389930831435932,0.017171314
2020-05-21,0.0166099137135713,0.015149118
2020-05-22,0.008595222336480524,0.014247891
2020-05-26,0.008106128342246994,0.01297572
2020-05-27,0.01222291787222167,0.0121840825
2020-05-28,0.012221359106931857,0.0129506765
2020-05-29,0.011849749646216002,0.013849225
2020-06-01,0.010879745265807724,0.012943515
2020-06-02,0.011364471582638425,0.012332862
2020-06-03,0.008696705057515849,0.011681691
2020-06-04,0.011030367041533705,0.0116738435
2020-06-05,0.01111543581028062,0.0125733195
2020-06-08,0.014389892397798915,0.013138406
2020-06-09,0.015086437850643238,0.014209012
2020-06-10,0.030105114047370093,0.015494682
2020-06-11,0.027138545038769033,0.015583364
2020-06-12,0.025959556957344615,0.022941796
2020-06-15,0.029562689988420772,0.032576837
2020-06-16,0.02944264370756097,0.036746588
2020-06-17,0.010134543622499789,0.036467247
2020-06-18,0.011741484904313084,0.03229462
