loss,val_loss,learning_rate
0.23320025205612183,0.26029714941978455,0.00020091517944820225
0.20222793519496918,0.22884733974933624,0.00020091517944820225
0.1928005963563919,0.2416526973247528,0.00020091517944820225
0.1877051442861557,0.21836258471012115,0.00020091517944820225
0.18171921372413635,0.20671065151691437,0.00020091517944820225
0.17701780796051025,0.2144489288330078,0.00020091517944820225
0.17273536324501038,0.23858696222305298,0.00020091517944820225
0.16783465445041656,0.2408345639705658,0.00020091517944820225
0.16560770571231842,0.24823056161403656,0.00020091517944820225
0.16409166157245636,0.24878893792629242,0.00020091517944820225
0.15797089040279388,0.21853484213352203,0.00010045758972410113
0.15521246194839478,0.25254833698272705,0.00010045758972410113
0.15345796942710876,0.23305955529212952,0.00010045758972410113
0.15064109861850739,0.1926208883523941,0.00010045758972410113
0.14965708553791046,0.20028097927570343,0.00010045758972410113
0.14801861345767975,0.1976921409368515,0.00010045758972410113
0.14692959189414978,0.20559772849082947,0.00010045758972410113
0.14385655522346497,0.2141580730676651,0.00010045758972410113
0.14356309175491333,0.21887679398059845,0.00010045758972410113
0.13835014402866364,0.21045193076133728,5.022879486205056e-05
0.13879330456256866,0.20438620448112488,5.022879486205056e-05
0.13805143535137177,0.18772682547569275,5.022879486205056e-05
0.1357046663761139,0.21180079877376556,5.022879486205056e-05
0.13384100794792175,0.21174775063991547,5.022879486205056e-05
0.1338757872581482,0.19631655514240265,5.022879486205056e-05
0.1340687870979309,0.19257180392742157,5.022879486205056e-05
0.13087426126003265,0.19183403253555298,5.022879486205056e-05
0.1306835561990738,0.2007422000169754,2.511439743102528e-05
0.12978334724903107,0.19876141846179962,2.511439743102528e-05
0.12906445562839508,0.1975651979446411,2.511439743102528e-05
0.12855713069438934,0.1899634450674057,2.511439743102528e-05
0.12823806703090668,0.19562013447284698,2.511439743102528e-05
