loss,val_loss,learning_rate
0.30108124017715454,0.3780538737773895,0.00026204349705949426
0.269704133272171,0.33505162596702576,0.00026204349705949426
0.2605704963207245,0.3382929265499115,0.00026204349705949426
0.24908772110939026,0.31949272751808167,0.00026204349705949426
0.2426142543554306,0.2903393507003784,0.00026204349705949426
0.2363242655992508,0.26714155077934265,0.00026204349705949426
0.22961658239364624,0.4316820204257965,0.00026204349705949426
0.22295600175857544,0.2514033913612366,0.00026204349705949426
0.21671561896800995,0.2870871424674988,0.00026204349705949426
0.21109166741371155,0.3023584187030792,0.00026204349705949426
0.20094196498394012,0.243879035115242,0.00026204349705949426
0.19620248675346375,0.23256754875183105,0.00026204349705949426
0.19412164390087128,0.2569819390773773,0.00026204349705949426
0.1857614815235138,0.2267371267080307,0.00026204349705949426
0.18034277856349945,0.20807580649852753,0.00026204349705949426
0.17576953768730164,0.21425998210906982,0.00026204349705949426
0.17362943291664124,0.2096322625875473,0.00026204349705949426
0.1668473184108734,0.2172951102256775,0.00026204349705949426
0.16159871220588684,0.22639665007591248,0.00026204349705949426
0.1591729074716568,0.22562235593795776,0.00026204349705949426
0.1574149876832962,0.2191249430179596,0.00013102174852974713
0.15272821485996246,0.224176287651062,0.00013102174852974713
0.15132753551006317,0.22611172497272491,0.00013102174852974713
0.15103290975093842,0.22512610256671906,0.00013102174852974713
0.14985086023807526,0.22005590796470642,0.00013102174852974713
